LoanID,Age,Gender,Married,Dependents,Education,SelfEmployed,EmploymentType,CreditHistory,PropertyArea,LoanPurpose,LoanTermMonths,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanStatus
LOAN00797,31,Male,Yes,0,Not Graduate,No,Salaried,Good,Urban,Home,300,15668,10452,61905,Approved
LOAN00798,36,Male,Yes,0,Not Graduate,No,Salaried,Good,Urban,Home,60,58064,13938,187370,Approved
LOAN00799,28,Male,No,2,Not Graduate,No,Salaried,Good,Semiurban,Personal,240,50976,3773,157768,Approved
LOAN00800,24,Male,No,2,Not Graduate,No,Government,Average,Urban,Home,360,85519,1605,375502,Rejected
LOAN00801,60,Male,Yes,0,Not Graduate,No,Salaried,Good,Rural,Medical,180,49809,7706,226378,Approved
LOAN00802,24,Female,No,1,Not Graduate,Yes,Freelancer,Average,Rural,Vehicle,240,26072,712,136484,Rejected
LOAN00803,45,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Home,180,22425,3421,98171,Approved
LOAN00804,23,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Vehicle,120,30053,27760,108373,Approved
LOAN00805,52,Female,Yes,0,Graduate,Yes,Unemployed,Good,Semiurban,Personal,240,96893,15920,379658,Approved
LOAN00806,23,Male,Yes,0,Graduate,No,Salaried,Average,Rural,Home,360,37102,11165,179319,Rejected
LOAN00807,47,Female,No,0,Graduate,No,Salaried,Good,Semiurban,Vehicle,240,37821,1574,147714,Approved
LOAN00808,49,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Personal,300,67559,10930,187480,Approved
LOAN00809,52,Female,No,0,Graduate,No,Salaried,Good,Semiurban,Home,360,21503,1402,106702,Approved
LOAN00810,39,Male,Yes,0,Not Graduate,No,Business Owner,Good,Semiurban,Home,360,46283,22323,188728,Approved
LOAN00811,41,Female,Yes,1,Not Graduate,No,Salaried,Poor,Rural,Home,360,45814,7332,225338,Rejected
LOAN00812,25,Female,No,0,Graduate,No,Freelancer,Good,Urban,Home,360,55872,4659,129998,Approved
LOAN00813,38,Male,Yes,3+,Graduate,No,Government,Average,Urban,Home,360,53291,12679,139004,Approved
LOAN00814,48,Male,Yes,0,Graduate,No,Business Owner,Average,Rural,Vehicle,360,35369,7430,143202,Rejected
LOAN00815,62,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Education,180,19489,19441,88998,Approved
LOAN00816,42,Female,No,0,Not Graduate,No,Business Owner,Good,Rural,Personal,360,28164,2866,161013,Approved
LOAN00817,41,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Home,360,53048,3539,216208,Approved
LOAN00818,26,Female,Yes,2,Graduate,No,Business Owner,Good,Semiurban,Education,360,83656,11974,225615,Approved
LOAN00819,21,Male,Yes,0,Not Graduate,No,Freelancer,Good,Semiurban,Business,360,20946,17755,141629,Approved
LOAN00820,25,Female,Yes,3+,Not Graduate,No,Salaried,Good,Urban,Personal,180,20334,25921,132947,Approved
LOAN00821,61,Male,No,3+,Graduate,No,Government,Average,Semiurban,Business,240,17885,2107,81766,Approved
LOAN00822,32,Female,Yes,1,Graduate,No,Government,Average,Urban,Education,360,25715,21848,113289,Approved
LOAN00823,46,Male,Yes,1,Graduate,No,Government,Average,Urban,Personal,240,55626,14683,140559,Approved
LOAN00824,54,Male,Yes,1,Graduate,No,Salaried,Good,Rural,Home,360,65663,6151,245774,Approved
LOAN00825,34,Male,Yes,0,Graduate,No,Business Owner,Good,Urban,Home,120,14251,6845,93854,Approved
LOAN00826,46,Male,No,1,Graduate,No,Government,Good,Rural,Education,360,21114,1711,110905,Approved
LOAN00827,65,Male,Yes,0,Graduate,No,Salaried,Average,Urban,Vehicle,360,19409,9604,150033,Rejected
LOAN00828,47,Male,No,0,Graduate,No,Government,Poor,Urban,Home,240,24576,4534,113854,Rejected
LOAN00829,29,Female,Yes,1,Graduate,No,Salaried,Good,Semiurban,Business,60,32858,4244,119998,Approved
LOAN00830,46,Male,Yes,1,Not Graduate,No,Salaried,Good,Rural,Business,60,30369,23775,169012,Approved
LOAN00831,42,Male,No,3+,Graduate,No,Freelancer,Good,Semiurban,Personal,360,45762,6670,192144,Approved
LOAN00832,50,Male,Yes,0,Graduate,No,Freelancer,Average,Rural,Home,360,15260,6388,127540,Approved
LOAN00833,63,Male,No,2,Not Graduate,Yes,Government,Good,Urban,Home,180,28732,4087,74849,Approved
LOAN00834,37,Male,No,0,Graduate,No,Government,Good,Rural,Education,120,67163,5372,249319,Approved
LOAN00835,46,Male,Yes,0,Not Graduate,No,Salaried,Poor,Urban,Education,360,68325,22231,236074,Rejected
LOAN00836,56,Male,Yes,0,Graduate,No,Salaried,Average,Rural,Vehicle,360,76813,8587,317651,Approved
LOAN00837,21,Male,No,0,Graduate,No,Government,Good,Semiurban,Business,180,43346,1990,132185,Approved
LOAN00838,28,Female,Yes,0,Graduate,No,Salaried,Poor,Rural,Vehicle,240,27044,9646,125739,Rejected
LOAN00839,55,Female,Yes,1,Graduate,No,Freelancer,Good,Semiurban,Personal,360,39289,7611,206750,Approved
LOAN00840,35,Male,Yes,2,Graduate,No,Business Owner,Good,Urban,Personal,300,113264,7391,205842,Approved
LOAN00841,42,Male,Yes,0,Graduate,Yes,Salaried,Good,Rural,Education,360,28602,9516,108263,Approved
LOAN00842,34,Female,No,1,Graduate,No,Salaried,Average,Urban,Medical,300,82849,7543,281525,Approved
LOAN00843,46,Male,Yes,2,Graduate,No,Business Owner,Average,Urban,Home,360,12130,11349,29139,Approved
LOAN00844,48,Female,Yes,2,Graduate,No,Government,Good,Rural,Vehicle,300,46976,28710,179044,Approved
LOAN00845,43,Male,Yes,1,Graduate,Yes,Freelancer,Poor,Urban,Business,360,48595,42916,279289,Rejected
LOAN00846,34,Female,Yes,0,Graduate,No,Business Owner,Good,Urban,Personal,240,42964,5316,175354,Approved
LOAN00847,44,Female,Yes,3+,Graduate,No,Business Owner,Average,Semiurban,Education,180,44249,14410,141348,Rejected
LOAN00848,22,Female,No,1,Graduate,No,Salaried,Good,Rural,Vehicle,240,45956,1604,133946,Approved
LOAN00849,65,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Personal,360,46934,15037,137806,Approved
LOAN00850,46,Male,No,0,Not Graduate,No,Salaried,Good,Semiurban,Vehicle,300,31294,3997,128651,Approved
LOAN00851,34,Male,No,2,Graduate,No,Salaried,Average,Semiurban,Vehicle,240,32146,6016,51352,Approved
LOAN00852,27,Female,Yes,0,Not Graduate,No,Salaried,Good,Rural,Home,300,19685,4780,77083,Approved
LOAN00853,23,Female,Yes,3+,Graduate,No,Salaried,Average,Rural,Home,180,50495,83229,260834,Approved
LOAN00854,43,Male,Yes,0,Graduate,No,Salaried,Good,Rural,Medical,60,65253,13022,156691,Approved
LOAN00855,63,Male,Yes,2,Graduate,No,Salaried,Average,Semiurban,Vehicle,240,79616,16950,226272,Approved
LOAN00856,65,Male,No,0,Graduate,No,Business Owner,Good,Semiurban,Business,360,25097,2170,120954,Approved
LOAN00857,38,Male,No,1,Graduate,No,Business Owner,Good,Urban,Education,360,16717,12012,102835,Approved
LOAN00858,58,Female,Yes,3+,Graduate,No,Salaried,Good,Semiurban,Home,360,43017,4532,157559,Approved
LOAN00859,55,Male,Yes,0,Graduate,No,Government,Average,Rural,Education,360,21590,26207,161331,Rejected
LOAN00860,35,Male,No,1,Graduate,Yes,Salaried,Good,Semiurban,Education,240,46971,3470,174463,Approved
LOAN00861,45,Male,No,0,Graduate,No,Government,Good,Urban,Home,360,13462,5476,79203,Approved
LOAN00862,57,Male,Yes,0,Graduate,No,Salaried,Poor,Semiurban,Home,120,59234,10030,259457,Rejected
LOAN00863,48,Male,Yes,0,Graduate,No,Government,Average,Semiurban,Business,120,38909,14529,143942,Approved
LOAN00864,30,Female,Yes,2,Graduate,No,Salaried,Good,Semiurban,Business,180,15297,5037,78578,Approved
LOAN00865,59,Female,No,0,Graduate,No,Freelancer,Poor,Semiurban,Home,240,41641,4647,147697,Rejected
LOAN00866,37,Female,Yes,0,Not Graduate,No,Salaried,Average,Semiurban,Business,180,37901,23086,197364,Rejected
LOAN00867,59,Male,Yes,0,Graduate,No,Freelancer,Good,Urban,Personal,240,45950,7361,177138,Approved
LOAN00868,42,Female,Yes,1,Graduate,No,Salaried,Good,Rural,Education,360,52099,10700,157414,Approved
LOAN00869,46,Female,Yes,2,Graduate,Yes,Salaried,Average,Semiurban,Personal,240,12242,15929,59949,Approved
LOAN00870,64,Female,Yes,0,Not Graduate,Yes,Freelancer,Average,Urban,Personal,360,29377,12751,92860,Rejected
LOAN00871,45,Male,No,0,Graduate,No,Salaried,Good,Urban,Home,240,34889,2990,179878,Approved
LOAN00872,37,Male,Yes,3+,Graduate,Yes,Government,Good,Rural,Home,180,31796,16660,106813,Approved
LOAN00873,33,Male,Yes,0,Not Graduate,Yes,Salaried,Good,Rural,Education,120,31009,27109,126766,Approved
LOAN00874,40,Male,Yes,2,Graduate,No,Business Owner,Good,Semiurban,Business,180,58367,27058,246118,Approved
LOAN00875,45,Male,Yes,2,Graduate,No,Freelancer,Good,Urban,Education,120,16663,15447,119438,Approved
LOAN00876,24,Male,Yes,2,Not Graduate,No,Salaried,Good,Urban,Home,360,31851,17319,111515,Approved
LOAN00877,30,Male,Yes,0,Graduate,No,Salaried,Average,Urban,Business,360,33007,8660,146738,Approved
LOAN00878,23,Female,Yes,2,Not Graduate,No,Freelancer,Average,Semiurban,Home,240,34571,6309,185288,Rejected
LOAN00879,61,Male,Yes,2,Not Graduate,No,Government,Good,Semiurban,Medical,240,23393,10496,128165,Approved
LOAN00880,65,Male,Yes,1,Not Graduate,No,Government,Good,Semiurban,Home,360,95205,42560,442135,Approved
LOAN00881,38,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Personal,180,56408,7954,155226,Approved
LOAN00882,56,Female,No,0,Graduate,No,Business Owner,Good,Urban,Home,180,98242,2977,215733,Approved
LOAN00883,42,Female,No,0,Graduate,No,Salaried,Poor,Urban,Home,300,48442,7538,112723,Approved
LOAN00884,54,Female,Yes,1,Graduate,No,Salaried,Average,Urban,Home,360,51176,8738,151247,Approved
LOAN00885,28,Female,Yes,1,Graduate,Yes,Freelancer,Good,Urban,Medical,360,36244,26640,135137,Approved
LOAN00886,60,Female,No,0,Graduate,No,Salaried,Good,Urban,Home,360,73379,13770,218947,Approved
LOAN00887,64,Male,Yes,1,Graduate,Yes,Salaried,Good,Semiurban,Business,120,46840,54189,225178,Approved
LOAN00888,39,Male,No,0,Graduate,No,Salaried,Good,Rural,Personal,240,33330,17706,125891,Approved
LOAN00889,62,Male,No,1,Graduate,No,Freelancer,Good,Rural,Business,180,83363,4608,210093,Approved
LOAN00890,61,Male,Yes,3+,Not Graduate,No,Government,Average,Rural,Education,360,20206,11535,84303,Rejected
LOAN00891,57,Male,Yes,0,Not Graduate,Yes,Freelancer,Average,Semiurban,Medical,360,26122,7246,62944,Approved
LOAN00892,26,Female,No,0,Not Graduate,Yes,Business Owner,Good,Semiurban,Personal,240,128641,7246,344297,Approved
LOAN00893,46,Female,Yes,0,Graduate,No,Government,Average,Urban,Education,120,49110,12090,159253,Approved
LOAN00894,54,Female,Yes,1,Not Graduate,No,Business Owner,Average,Rural,Business,240,11104,8265,72215,Rejected
LOAN00895,65,Male,Yes,2,Not Graduate,No,Salaried,Average,Urban,Medical,180,57441,6077,259827,Rejected
LOAN00896,26,Female,Yes,3+,Graduate,No,Salaried,Poor,Urban,Medical,240,22916,11780,145552,Approved
LOAN00897,57,Female,No,0,Graduate,No,Salaried,Good,Urban,Education,300,28045,4489,121329,Approved
LOAN00898,53,Male,No,3+,Graduate,No,Business Owner,Good,Rural,Personal,360,114453,2078,391131,Approved
LOAN00899,42,Female,No,0,Graduate,Yes,Government,Average,Rural,Home,240,76495,7716,133214,Approved
LOAN00900,41,Male,Yes,1,Graduate,Yes,Salaried,Average,Rural,Education,180,89246,10086,172057,Approved
LOAN00901,26,Male,Yes,0,Graduate,No,Salaried,Poor,Semiurban,Home,180,27632,9373,115062,Approved
LOAN00902,26,Female,Yes,3+,Not Graduate,No,Government,Good,Semiurban,Home,180,31857,32381,174570,Approved
LOAN00903,24,Male,Yes,1,Graduate,Yes,Government,Good,Rural,Business,180,40071,25376,101784,Approved
LOAN00904,50,Male,Yes,1,Graduate,No,Freelancer,Good,Semiurban,Business,360,53679,11493,186174,Approved
LOAN00905,31,Female,No,2,Not Graduate,Yes,Salaried,Good,Rural,Home,120,31136,9312,78410,Approved
LOAN00906,50,Female,No,0,Graduate,No,Salaried,Good,Urban,Education,360,84564,2792,333870,Approved
LOAN00907,51,Male,Yes,0,Not Graduate,Yes,Salaried,Good,Urban,Education,300,45299,49797,210314,Approved
LOAN00908,44,Male,Yes,3+,Graduate,No,Salaried,Good,Rural,Medical,300,71034,24810,178919,Approved
LOAN00909,29,Male,Yes,0,Not Graduate,No,Salaried,Good,Urban,Personal,240,25566,5014,102865,Approved
LOAN00910,23,Female,Yes,0,Graduate,No,Business Owner,Good,Rural,Education,360,30077,9715,158451,Approved
LOAN00911,51,Male,No,1,Graduate,Yes,Salaried,Good,Semiurban,Personal,300,40561,2749,152282,Approved
LOAN00912,60,Male,Yes,1,Graduate,No,Salaried,Good,Rural,Home,240,29537,6275,107127,Approved
LOAN00913,57,Female,No,0,Graduate,Yes,Salaried,Good,Urban,Business,240,58190,2862,188365,Approved
LOAN00914,56,Female,Yes,0,Not Graduate,No,Business Owner,Poor,Semiurban,Medical,360,58714,21341,277696,Rejected
LOAN00915,44,Male,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Education,240,32612,31738,155168,Approved
LOAN00916,51,Male,No,0,Not Graduate,No,Business Owner,Good,Semiurban,Business,240,48829,10981,163956,Approved
LOAN00917,26,Female,Yes,3+,Graduate,No,Salaried,Average,Semiurban,Home,240,91020,10648,418257,Approved
LOAN00918,22,Male,Yes,3+,Graduate,No,Salaried,Good,Rural,Home,120,58109,12243,130440,Approved
LOAN00919,40,Male,Yes,1,Not Graduate,No,Salaried,Average,Semiurban,Business,180,48698,6353,129588,Approved
LOAN00920,48,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Medical,180,65049,24886,196814,Approved
LOAN00921,31,Male,No,3+,Graduate,No,Government,Poor,Rural,Education,360,77371,2308,139598,Approved
LOAN00922,24,Female,Yes,1,Not Graduate,No,Unemployed,Good,Urban,Personal,240,71902,8560,187773,Approved
LOAN00923,35,Male,No,0,Not Graduate,No,Business Owner,Poor,Urban,Personal,360,35158,8040,70794,Rejected
LOAN00924,26,Male,Yes,3+,Not Graduate,No,Government,Average,Urban,Home,360,54504,1733,117665,Approved
LOAN00925,50,Male,Yes,2,Not Graduate,No,Business Owner,Good,Rural,Education,180,31757,18408,165399,Approved
LOAN00926,58,Male,No,2,Graduate,No,Salaried,Average,Urban,Business,360,35437,5729,83577,Approved
LOAN00927,22,Male,Yes,2,Not Graduate,No,Unemployed,Good,Urban,Business,360,45056,16543,192102,Approved
LOAN00928,35,Male,Yes,0,Graduate,Yes,Salaried,Good,Rural,Home,360,18924,8357,89084,Approved
LOAN00929,31,Female,Yes,0,Not Graduate,Yes,Freelancer,Good,Rural,Medical,360,42868,8313,125848,Approved
LOAN00930,28,Female,Yes,2,Graduate,Yes,Salaried,Poor,Urban,Vehicle,360,26605,5618,123983,Approved
LOAN00931,46,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Education,120,21295,25161,94401,Approved
LOAN00932,65,Female,No,0,Graduate,No,Business Owner,Good,Rural,Business,360,51933,5910,199576,Approved
LOAN00933,64,Male,Yes,2,Graduate,No,Salaried,Average,Urban,Home,240,32294,19929,115820,Approved
LOAN00934,25,Female,Yes,2,Graduate,No,Salaried,Good,Rural,Education,360,40094,12824,205075,Approved
LOAN00935,26,Male,No,1,Not Graduate,No,Salaried,Good,Semiurban,Personal,180,32651,4677,157147,Approved
LOAN00936,46,Female,Yes,2,Not Graduate,No,Salaried,Average,Semiurban,Personal,360,27516,20993,105900,Approved
LOAN00937,24,Female,No,2,Graduate,No,Unemployed,Average,Semiurban,Home,300,38289,1878,143943,Approved
LOAN00938,39,Female,Yes,1,Not Graduate,No,Government,Good,Semiurban,Business,360,19673,24115,120507,Approved
LOAN00939,40,Female,Yes,0,Graduate,No,Business Owner,Poor,Urban,Vehicle,360,34776,6139,105890,Rejected
LOAN00940,53,Female,No,0,Graduate,Yes,Salaried,Good,Rural,Home,360,88551,3881,265492,Approved
LOAN00941,40,Male,Yes,0,Graduate,No,Government,Good,Urban,Home,360,21168,23649,108497,Approved
LOAN00942,32,Male,No,0,Not Graduate,No,Salaried,Good,Semiurban,Business,180,68994,1077,178941,Approved
LOAN00943,21,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Business,360,92880,6612,221618,Approved
LOAN00944,46,Male,Yes,0,Graduate,No,Salaried,Good,Rural,Home,360,25502,10650,106584,Approved
LOAN00945,34,Female,Yes,1,Graduate,No,Government,Good,Urban,Home,360,42084,14099,146928,Approved
LOAN00946,58,Female,Yes,3+,Graduate,No,Salaried,Average,Semiurban,Home,360,20234,7551,107493,Rejected
LOAN00947,57,Male,No,0,Graduate,No,Salaried,Good,Semiurban,Home,180,18916,4953,110847,Approved
LOAN00948,31,Female,Yes,2,Graduate,Yes,Business Owner,Average,Rural,Business,180,39153,3166,73738,Approved
LOAN00949,56,Female,No,2,Graduate,No,Salaried,Good,Semiurban,Home,300,43658,6384,109941,Approved
LOAN00950,33,Female,No,0,Graduate,No,Business Owner,Poor,Rural,Home,360,28138,6586,131843,Rejected
LOAN00951,63,Female,Yes,3+,Not Graduate,No,Business Owner,Good,Urban,Personal,240,21830,27244,155279,Approved
LOAN00952,23,Female,Yes,1,Graduate,No,Salaried,Good,Urban,Home,360,25520,15433,149074,Approved
LOAN00953,53,Female,No,0,Graduate,No,Salaried,Good,Semiurban,Education,300,54230,2249,126850,Approved
LOAN00954,26,Female,No,2,Graduate,No,Salaried,Average,Rural,Medical,360,54397,3414,190634,Rejected
LOAN00955,30,Male,Yes,0,Not Graduate,No,Government,Average,Urban,Business,360,48491,6715,208375,Rejected
LOAN00956,25,Male,Yes,2,Not Graduate,Yes,Government,Good,Urban,Vehicle,180,30530,10370,125180,Approved
LOAN00957,43,Female,Yes,0,Not Graduate,No,Salaried,Good,Urban,Education,360,22382,6581,134986,Approved
LOAN00958,30,Male,No,2,Graduate,No,Salaried,Good,Semiurban,Home,360,65561,2242,205522,Approved
LOAN00959,64,Female,Yes,0,Not Graduate,No,Salaried,Poor,Urban,Business,240,76003,10693,215627,Rejected
LOAN00960,22,Female,No,1,Graduate,No,Business Owner,Poor,Rural,Business,240,28675,9376,166846,Rejected
LOAN00961,33,Male,Yes,0,Graduate,No,Freelancer,Poor,Urban,Home,60,33809,6036,151042,Rejected
LOAN00962,60,Female,Yes,2,Graduate,Yes,Salaried,Average,Urban,Education,360,18766,12470,51836,Approved
LOAN00963,22,Female,Yes,2,Graduate,No,Freelancer,Poor,Urban,Personal,240,46179,12835,181925,Rejected
LOAN00964,40,Male,Yes,1,Not Graduate,No,Freelancer,Good,Semiurban,Home,240,92420,18378,201651,Approved
LOAN00965,21,Male,Yes,1,Not Graduate,No,Government,Average,Semiurban,Education,240,55528,12004,268629,Approved
LOAN00966,57,Male,Yes,1,Graduate,No,Salaried,Average,Urban,Education,300,98263,11143,418408,Rejected
LOAN00967,29,Male,Yes,3+,Graduate,No,Salaried,Poor,Rural,Personal,360,30465,16030,114717,Rejected
LOAN00968,37,Female,Yes,1,Graduate,No,Salaried,Good,Urban,Personal,360,20162,12261,100538,Approved
LOAN00969,29,Male,Yes,2,Graduate,No,Government,Good,Semiurban,Vehicle,240,71463,6104,187075,Approved
LOAN00970,31,Female,No,2,Graduate,No,Government,Good,Semiurban,Education,360,39235,1191,164830,Approved
LOAN00971,35,Male,Yes,0,Not Graduate,No,Business Owner,Average,Urban,Home,360,24297,29910,166941,Rejected
LOAN00972,44,Male,Yes,0,Not Graduate,No,Salaried,Good,Rural,Home,240,84334,75372,339612,Approved
LOAN00973,58,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Business,120,27647,17012,98958,Approved
LOAN00974,55,Female,No,2,Not Graduate,No,Salaried,Good,Urban,Vehicle,360,21941,2403,89704,Approved
LOAN00975,50,Male,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Medical,360,47607,34179,216738,Approved
LOAN00976,51,Male,No,1,Graduate,Yes,Salaried,Good,Urban,Education,360,20216,6793,118778,Approved
LOAN00977,25,Male,No,2,Graduate,No,Salaried,Good,Semiurban,Business,120,57530,5181,227670,Approved
LOAN00978,64,Male,Yes,0,Graduate,Yes,Freelancer,Poor,Urban,Business,360,21622,10805,92609,Rejected
LOAN00979,34,Female,Yes,1,Not Graduate,No,Salaried,Average,Rural,Home,360,40667,12229,213860,Rejected
LOAN00980,31,Male,No,0,Graduate,No,Business Owner,Good,Urban,Education,360,41878,7331,141807,Approved
LOAN00981,29,Male,Yes,0,Graduate,Yes,Salaried,Average,Urban,Business,360,40913,23831,181467,Approved
LOAN00982,54,Male,Yes,2,Graduate,No,Government,Average,Urban,Medical,360,20344,9792,83437,Approved
LOAN00983,32,Female,No,0,Not Graduate,No,Business Owner,Good,Urban,Education,360,33272,3798,176358,Approved
LOAN00984,55,Female,Yes,0,Graduate,No,Government,Good,Semiurban,Medical,60,67381,15594,215095,Approved
LOAN00985,55,Male,No,2,Not Graduate,No,Business Owner,Good,Urban,Business,360,33160,5802,223596,Rejected
LOAN00986,21,Female,Yes,0,Not Graduate,No,Government,Good,Rural,Home,120,21636,4435,157165,Approved
LOAN00987,60,Male,No,3+,Graduate,No,Government,Average,Urban,Home,360,29724,2153,115429,Approved
LOAN00988,42,Male,Yes,3+,Graduate,No,Business Owner,Good,Semiurban,Home,240,20615,16767,110101,Approved
LOAN00989,49,Female,Yes,0,Not Graduate,Yes,Government,Good,Semiurban,Education,360,13605,13154,70591,Approved
LOAN00990,28,Female,Yes,0,Graduate,Yes,Salaried,Poor,Rural,Home,120,33544,6707,97030,Rejected
LOAN00991,31,Female,No,2,Not Graduate,No,Salaried,Good,Rural,Education,360,37987,15058,165653,Approved
LOAN00992,61,Female,Yes,1,Graduate,No,Salaried,Average,Rural,Medical,180,49737,12404,232697,Rejected
LOAN00993,57,Male,Yes,0,Graduate,No,Business Owner,Good,Rural,Business,240,44816,15516,191568,Approved
LOAN00994,34,Female,Yes,2,Not Graduate,No,Freelancer,Good,Urban,Vehicle,360,47887,32603,196562,Approved
LOAN00995,50,Male,No,0,Not Graduate,No,Government,Good,Rural,Home,360,35650,11393,137300,Approved
LOAN00996,55,Female,Yes,3+,Not Graduate,No,Salaried,Good,Rural,Education,60,94596,22616,218840,Approved
LOAN00997,41,Male,Yes,0,Graduate,No,Salaried,Good,Urban,Home,240,24868,12460,134532,Approved
LOAN00998,57,Female,Yes,0,Not Graduate,No,Salaried,Good,Semiurban,Personal,120,31486,5895,131517,Approved
